station.id,site,sampling.date,visit.type,sampling.year,date,time,vwc.10cm
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/4/21,19:00,13.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/4/21,20:00,14
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/4/21,21:00,14
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/4/21,22:00,14
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/4/21,23:00,14.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,0:00,14.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,1:00,14.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,2:00,14.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,3:00,14.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,4:00,14
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,5:00,14.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,6:00,14.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,7:00,14.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,8:00,14.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,9:00,14.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,10:00,14.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,11:00,13.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,12:00,13.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,13:00,13.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,14:00,13.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,15:00,13.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,16:00,13.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,17:00,13.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,18:00,13.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,19:00,13.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,20:00,13.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,21:00,13.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,22:00,13.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/5/21,23:00,13.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,0:00,13.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,1:00,13.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,2:00,13.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,3:00,13.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,4:00,13.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,5:00,13.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,6:00,13.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,7:00,13.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,8:00,13.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,9:00,13.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,10:00,13.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,11:00,13.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,12:00,13.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,13:00,13
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,14:00,12.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,15:00,12.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,16:00,12.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,17:00,12.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,18:00,12.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,19:00,12.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,20:00,12.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,21:00,12.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,22:00,12.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/6/21,23:00,12.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,0:00,12.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,1:00,12.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,2:00,12.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,3:00,12.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,4:00,12.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,5:00,12.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,6:00,12.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,7:00,12.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,8:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,9:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,10:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,11:00,12.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,12:00,12.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,13:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,14:00,12.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,15:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,16:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,17:00,12.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,18:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,19:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,20:00,12
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,21:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,22:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/7/21,23:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,0:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,1:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,2:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,3:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,4:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,5:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,6:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,7:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,8:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,9:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,10:00,12.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,11:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,12:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,13:00,12
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,14:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,15:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,16:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,17:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,18:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,19:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,20:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,21:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,22:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/8/21,23:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,0:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,1:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,2:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,3:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,4:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,5:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,6:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,7:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,8:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,9:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,10:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,11:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,12:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,13:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,14:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,15:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,16:00,11.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,17:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,18:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,19:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,20:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,21:00,11.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,22:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/9/21,23:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,0:00,11.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,1:00,11.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,2:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,3:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,4:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,5:00,11.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,6:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,7:00,11.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,8:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,9:00,11.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,10:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,11:00,11.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,12:00,11.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,13:00,11.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,14:00,11.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,15:00,11.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,16:00,11.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,17:00,11
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,18:00,11
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,19:00,11.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,20:00,11
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,21:00,10.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,22:00,10.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/10/21,23:00,10.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,0:00,10.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,1:00,10.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,2:00,10.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,3:00,10.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,4:00,10.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,5:00,10.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,6:00,10.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,7:00,10.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,8:00,10.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,9:00,10.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,10:00,10.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,11:00,10.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,12:00,10.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,13:00,10.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,14:00,10.5
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,15:00,10.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,16:00,10.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,17:00,10.4
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,18:00,10.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,19:00,10.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,20:00,10.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,21:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,22:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/11/21,23:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,0:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,1:00,10.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,2:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,3:00,10.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,4:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,5:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,6:00,10.3
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,7:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,8:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,9:00,10.2
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,10:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,11:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,12:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,13:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,14:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,15:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,16:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,17:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,18:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,19:00,10.1
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,20:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,21:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,22:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/12/21,23:00,9.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,0:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,1:00,9.6
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,2:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,3:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,4:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,5:00,9.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,6:00,9.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,7:00,9.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,8:00,9.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,9:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,10:00,9.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,11:00,10
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,12:00,9.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,13:00,9.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,14:00,9.7
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,15:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,16:00,9.8
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,17:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,18:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,19:00,9.9
2016-SCAN,Washington_2020_08,5/30/21,i,2020,4/13/21,20:00,9.8
