station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,additive.precip,incremental.precip,accumulated.precip,atm.pressure,sea.level.pressure
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 05:16 UTC,24.44,81,0,,,0,98273.71,101333.66
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 05:45 UTC,24.44,81,0,,,0,98273.71,101333.66
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 06:00 UTC,24.44,82,0,,,0,98273.71,101333.66
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 06:15 UTC,24.44,83,0,,,0,98273.71,101333.65
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 06:31 UTC,23.89,84,0,,,0,98273.71,101339.4
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 06:47 UTC,23.89,84,0,,,0,98273.71,101339.4
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 07:01 UTC,23.89,86,0,,,0,98273.71,101339.39
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 07:31 UTC,23.89,87,0,,,0,98273.71,101339.38
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 07:45 UTC,23.33,88,0,,,0,98273.71,101345.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 08:00 UTC,23.33,88,0,,,0,98273.71,101345.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 08:15 UTC,23.33,89,0,,,0,98273.71,101345.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 08:46 UTC,23.33,89,0,,,0,98273.71,101345.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 09:00 UTC,23.33,89,0,,,0,98273.71,101345.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 09:16 UTC,23.33,90,0,,,0,98273.71,101345.24
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 10:30 UTC,23.33,91,0,,,0,98273.71,101345.24
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 11:00 UTC,23.33,91,0,,,0,98273.71,101345.24
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 11:31 UTC,23.33,91,0,,,0,98306.52,101379.08
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 11:46 UTC,23.33,92,0,,,0,98339.31,101412.89
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 12:01 UTC,23.33,92,0,,,0,98339.31,101412.89
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 12:45 UTC,23.89,93,0,,,0,98339.31,101407
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 13:00 UTC,24.44,92,0,,,0,98339.31,101401.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 13:16 UTC,24.44,91,0,,,0,98339.31,101401.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 13:32 UTC,24.44,90,0,,,0,98372.12,101435.09
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 13:45 UTC,25,87,0,,,0,98372.12,101429.27
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 14:02 UTC,25,87,0,,,0,98372.12,101429.27
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 14:15 UTC,25,86,0.45,,,0,98372.12,101429.27
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 14:30 UTC,25,85,0,,,0,98372.12,101429.28
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 14:45 UTC,25,83,0,,,0,98372.12,101429.29
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 15:01 UTC,25,83,0.45,,,0,98372.12,101429.29
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 15:16 UTC,25.56,83,0,,,0,98339.31,101389.64
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 15:46 UTC,27.22,77,0,,,0,98339.31,101372.57
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 16:01 UTC,27.22,75,0.45,,,0,98339.31,101372.58
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 16:15 UTC,28.33,74,0.45,,,0,98339.31,101361.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 16:45 UTC,28.89,69,0.45,,,0,98339.31,101355.6
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 17:00 UTC,28.89,70,0,,,0,98339.31,101355.59
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 17:15 UTC,28.89,69,0,,,0,98306.52,101321.8
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 17:46 UTC,30,67,0,,,0,98273.71,101276.8
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 18:01 UTC,30.56,65,0,,,0,98273.71,101271.19
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 18:15 UTC,30.56,65,0,,,0,98273.71,101271.19
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 18:30 UTC,30.56,64,0,,,0,98273.71,101271.2
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 19:01 UTC,31.11,63,0.45,,,0,98240.91,101231.91
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 19:16 UTC,31.11,61,0.45,,,0,98208.11,101198.13
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 19:31 UTC,30.56,65,0,,,0,98208.11,101203.59
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 19:46 UTC,31.11,61,0.45,,,0,98175.31,101164.33
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 20:02 UTC,31.67,62,0.45,,,0,98175.31,101158.75
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 20:45 UTC,31.67,57,0.45,,,0,98142.51,101124.99
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 21:00 UTC,32.22,57,0,,,0,98109.71,101085.74
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 21:15 UTC,31.67,60,0.45,,,0,98076.9,101057.36
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 21:31 UTC,31.67,56,0.45,,,0,98076.9,101057.39
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 21:46 UTC,31.67,57,0.45,,,0,98076.9,101057.38
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 22:01 UTC,31.67,57,0,,,0,98044.1,101023.59
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 22:15 UTC,31.67,58,0,,,0,98044.1,101023.58
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 22:45 UTC,31.11,57,0.45,,,0,98044.1,101029.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 23:00 UTC,31.11,56,0.45,,,0,98044.1,101029.16
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 23:31 UTC,30.56,57,0,,,0,98011.3,101000.83
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/01/2019 23:46 UTC,30.56,58,0,,,0,98044.1,101034.63
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 00:03 UTC,30.56,64,0,,,0,98044.1,101034.59
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 00:16 UTC,30,67,0,,,0,98044.1,101040.17
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 00:30 UTC,29.44,68,0,,,0,98044.1,101045.79
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 00:45 UTC,29.44,69,0,,,0,98044.1,101045.78
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 01:00 UTC,28.89,69,0,,,0,98044.1,101051.33
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 01:16 UTC,28.89,68,0,,,0,98076.9,101085.14
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 01:46 UTC,28.33,69,0,,,0,98044.1,101057
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 02:01 UTC,28.33,69,0,,,0,98076.9,101090.81
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 02:16 UTC,28.33,71,0.45,,,0,98076.9,101090.8
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 02:31 UTC,27.78,72,0,,,0,98076.9,101096.38
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 02:46 UTC,27.78,73,0,,,0,98109.71,101130.19
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 03:00 UTC,27.78,73,0,,,0,98109.71,101130.19
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 03:15 UTC,27.22,75,0,,,0,98109.71,101135.9
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 03:30 UTC,27.22,76,0.45,,,0,98109.71,101135.89
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 03:45 UTC,26.67,78,0.45,,,0,98142.51,101175.33
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 04:00 UTC,26.67,79,0,,,0,98142.51,101175.32
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 04:15 UTC,26.67,79,0,,,0,98175.31,101209.13
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 04:31 UTC,26.11,80,0,,,0,98175.31,101214.89
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 04:46 UTC,26.11,81,0,,,0,98175.31,101214.89
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 05:01 UTC,26.11,82,0.45,,,0,98175.31,101214.88
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 05:17 UTC,26.11,83,0,,,0,98208.11,101248.69
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 05:30 UTC,25.56,83,0.45,,,0,98208.11,101254.37
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 05:45 UTC,25.56,84,0,,,0,98208.11,101254.37
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 06:00 UTC,25.56,84,0,,,0,98175.31,101220.55
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 06:15 UTC,25,85,0,,,0,98175.31,101226.35
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 06:31 UTC,25,86,0,,,0,98175.31,101226.34
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 06:46 UTC,25,87,0,,,0,98175.31,101226.34
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 07:01 UTC,25,88,0,,,0,98175.31,101226.33
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 07:30 UTC,25,88,0,,,0,98175.31,101226.33
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 07:45 UTC,25,89,0,,,0,98175.31,101226.33
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 08:00 UTC,24.44,89,0,,,0,98142.51,101198.34
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 08:30 UTC,24.44,89,0,,,0,98142.51,101198.34
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 08:46 UTC,24.44,90,0,,,0,98142.51,101198.33
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 09:01 UTC,24.44,90,0,,,0,98142.51,101198.33
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 09:31 UTC,24.44,90,0,,,0,98175.31,101232.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 09:46 UTC,24.44,90,0,,,0,98175.31,101232.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 10:15 UTC,24.44,91,0,,,0,98175.31,101232.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 10:30 UTC,24.44,91,0,,,0,98175.31,101232.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 10:45 UTC,24.44,91,0,,,0,98175.31,101232.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 11:01 UTC,24.44,91,0,,,0,98175.31,101232.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 11:15 UTC,24.44,91,0,,,0,98175.31,101232.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 11:32 UTC,24.44,91,0,,,0,98175.31,101232.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 11:46 UTC,24.44,92,0,,,0,98175.31,101232.14
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 12:01 UTC,24.44,92,0,,,0,98175.31,101232.14
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 12:15 UTC,24.44,92,0,,,0,98175.31,101232.14
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 12:30 UTC,24.44,92,0,,,0,98175.31,101232.14
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 12:45 UTC,24.44,92,0,,,0,98175.31,101232.14
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 13:16 UTC,25,89,0.45,,,0,98208.11,101260.15
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 13:31 UTC,25,87,0.45,,,0,98240.91,101293.98
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 14:02 UTC,26.11,84,0.45,,,0,98240.91,101282.5
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 14:45 UTC,26.67,78,0.45,,,0,98240.91,101276.77
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 15:01 UTC,27.22,76,0.45,,,0,98240.91,101271.14
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 16:15 UTC,29.44,69,0.45,,,0,98175.31,101181.01
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 16:30 UTC,30,67,0,,,0,98175.31,101175.39
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 16:45 UTC,30,66,0,,,0,98142.51,101141.59
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 17:01 UTC,30.56,66,0,,,0,98109.71,101102.18
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 17:16 UTC,31.11,63,0,,,0,98109.71,101096.71
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 17:31 UTC,31.11,64,0.45,,,0,98109.71,101096.71
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 17:46 UTC,31.11,63,0,,,0,98076.9,101062.91
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 18:00 UTC,30.56,68,0,,,0,98076.9,101068.36
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 18:30 UTC,31.11,63,0,,,0,98076.9,101062.91
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 18:45 UTC,31.11,62,0.45,,,0,98044.1,101029.11
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 19:01 UTC,31.67,62,0.45,,,0,98011.3,100989.75
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 19:16 UTC,32.22,62,0.45,,,0,98011.3,100984.31
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 19:31 UTC,32.22,60,0,,,0,98011.3,100984.32
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 20:15 UTC,31.11,65,0,,,0,97978.5,100961.49
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 20:30 UTC,32.22,62,0,,,0,97912.89,100882.91
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 21:01 UTC,31.67,61,0,,,0,97912.89,100888.36
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 21:16 UTC,31.67,62,0,,,0,97880.1,100854.56
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 21:31 UTC,31.67,63,0,,,0,97847.29,100820.75
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 21:46 UTC,31.67,61,0,,,0,97847.29,100820.77
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 22:00 UTC,31.67,61,0,,,0,97814.49,100786.97
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 22:15 UTC,32.22,59,0,,,0,97814.49,100781.55
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 22:45 UTC,32.22,57,0,,,0,97814.49,100781.57
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 23:16 UTC,30,70,0.9,,,0,97814.49,100803.52
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/02/2019 23:31 UTC,28.33,73,0.9,,,0,97847.29,100854.12
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 00:01 UTC,28.33,74,0.45,,,0,97880.1,100887.93
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 00:15 UTC,28.33,77,0,,,0,97912.89,100921.71
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 00:30 UTC,27.78,75,0.45,,,0,97880.1,100893.5
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 00:45 UTC,27.78,75,0,,,0,97912.89,100927.3
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 01:00 UTC,27.22,74,0.45,,,0,97945.7,100966.83
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 01:15 UTC,26.11,78,0.45,,,0,97978.5,101012
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 01:31 UTC,25.56,80,0.45,,,0,97945.7,100983.84
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 01:46 UTC,25,80,0.45,,,0,97945.7,100989.63
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 02:02 UTC,25,82,0,,,0,97978.5,101023.44
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 02:16 UTC,25,84,0,,,0,98011.3,101057.25
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 02:45 UTC,24.44,85,0,,,0,98011.3,101063.06
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 03:00 UTC,24.44,86,0,,,0,97978.5,101029.23
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 03:30 UTC,24.44,87,0,,,0,98011.3,101063.05
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 03:46 UTC,24.44,87,0,,,0,98011.3,101063.05
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 04:01 UTC,24.44,87,0,,,0,98011.3,101063.05
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 04:16 UTC,23.89,87,0,,,0,98011.3,101068.78
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 04:31 UTC,23.89,88,0,,,0,98011.3,101068.78
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 04:46 UTC,23.89,88,0,,,0,98011.3,101068.78
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 05:15 UTC,23.89,88,0,,,0,98044.1,101102.6
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 05:30 UTC,23.89,89,0,,,0,98011.3,101068.78
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 06:16 UTC,23.89,89,0,,,0,97978.5,101034.95
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 07:15 UTC,24.44,89,0,,,0,98011.3,101063.04
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 07:30 UTC,24.44,90,0,,,0,98011.3,101063.03
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 07:45 UTC,24.44,90,0,,,0,98011.3,101063.03
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 08:01 UTC,24.44,90,0,,,0,98011.3,101063.03
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 08:15 UTC,24.44,90,0,,,0,98011.3,101063.03
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 08:31 UTC,24.44,90,0,,,0,97978.5,101029.21
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 09:01 UTC,24.44,90,0,,,0,97978.5,101029.21
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 09:15 UTC,24.44,90,0,,,0,97978.5,101029.21
D6536,Williamson_2019_10,30.52783,-97.78317,267.9192,6/19/20,i,2020,07/03/2019 09:30 UTC,24.44,91,0,,,0,97945.7,100995.39
