station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.direction,wind.gust,incremental.precip,atm.pressure,sea.level.pressure
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 12:15 UTC,24,97.63,0,0,,,99952.99,101666.71
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 12:35 UTC,24.1,98.22,0,0,,,99986.26,101699.97
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 12:55 UTC,24.3,97.63,0,0,,,100019.53,101732.65
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 13:15 UTC,24.6,96.48,0,0,,,100019.53,101730.91
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 13:35 UTC,25,94.77,0,0,,,100052.81,101762.45
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 13:55 UTC,25.6,92.56,0,0,,,100052.81,101758.99
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 14:15 UTC,26.5,86.72,2.06,210,,,100052.81,101753.83
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 14:35 UTC,27.5,83.77,2.57,160,,,100052.81,101748.13
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 14:55 UTC,28.3,79.48,2.57,240,,,100052.81,101743.6
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 15:15 UTC,28,77.56,4.12,230,,,100052.81,101745.31
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 15:35 UTC,28.9,74.51,3.6,230,,,100019.53,101706.38
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 15:55 UTC,28.3,76.68,3.6,220,,,100052.81,101743.61
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 16:15 UTC,27.8,69.1,0,0,,,100019.53,101712.63
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 16:35 UTC,30,67.87,3.6,210,,,100019.53,101700.23
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 16:55 UTC,29.5,69.01,2.57,180,,,100019.53,101703.03
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 17:15 UTC,29.9,66.23,3.09,210,,,99986.26,101666.97
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 17:35 UTC,31.3,60.41,3.6,200,,,99952.99,101625.36
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 17:55 UTC,30.4,66.33,2.57,150,,,99952.99,101630.34
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 18:15 UTC,31.5,60.82,3.09,150,,,99952.99,101624.25
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 18:35 UTC,32.1,58.8,2.06,190,,,99952.99,101620.95
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 18:55 UTC,32.6,55.13,1.54,200,,,99919.71,101584.37
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 19:15 UTC,32.3,55.39,2.57,200,,,99886.44,101552.2
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 19:35 UTC,33.1,52.31,3.09,160,,,99853.16,101513.99
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 19:55 UTC,33.4,49.6,3.6,180,,,99853.16,101512.36
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 20:15 UTC,33.4,48.99,3.09,180,,,99819.89,101478.54
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 20:35 UTC,34,46.8,3.6,220,,,99786.62,101441.46
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 20:55 UTC,33.9,52.2,2.57,180,,,99786.62,101441.98
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 21:15 UTC,33.3,52.05,3.09,150,,,99786.62,101445.25
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 21:35 UTC,33.5,51.47,3.09,180,,,99753.34,101410.33
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 21:55 UTC,33.5,49.93,2.57,190,,,99753.34,101410.33
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 22:15 UTC,33.5,49.93,2.06,170,,,99753.34,101410.33
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 22:35 UTC,34,45.95,2.57,190,,,99720.07,101373.81
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 22:55 UTC,33.5,48.42,2.57,190,,,99720.07,101376.52
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 23:15 UTC,33.2,52.02,2.57,150,,,99720.07,101378.14
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 23:35 UTC,33.7,52.79,2.57,170,,,99720.07,101375.41
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/01/2019 23:55 UTC,32.4,58.87,3.6,130,,,99720.07,101382.49
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 00:15 UTC,31.7,62.73,1.54,140,,,99720.07,101386.33
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 00:35 UTC,31.8,63.13,2.06,140,,,99720.07,101385.77
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 00:55 UTC,31.2,62.62,2.57,150,,,99753.34,101422.92
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 01:15 UTC,30.8,64.06,2.06,160,,,99753.34,101425.13
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 01:35 UTC,30.2,68.73,2.06,150,,,99786.62,101462.29
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 01:55 UTC,29.8,71.6,3.09,150,,,99786.62,101464.51
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 02:15 UTC,29.5,73.28,3.6,160,,,99786.62,101466.18
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 02:35 UTC,29,76.33,3.09,160,,,99786.62,101468.98
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 02:55 UTC,28.7,78.13,2.57,180,,,99819.89,101504.49
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 03:15 UTC,28.4,79.02,3.09,170,,,99819.89,101506.18
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 03:35 UTC,28.1,80.41,2.06,180,,,99819.89,101507.87
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 03:55 UTC,27.9,80.38,2.06,170,,,99819.89,101509
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 04:15 UTC,27.5,81.79,2.06,170,,,99853.16,101545.1
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 04:35 UTC,27.3,83.25,0,0,,,99886.44,101580.08
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 04:55 UTC,27,85.74,0,0,,,99886.44,101581.78
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 05:15 UTC,26.6,87.25,1.54,150,,,99853.16,101550.21
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 05:35 UTC,26.5,88.29,1.54,150,,,99853.16,101550.78
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 05:55 UTC,26.4,88.82,2.06,170,,,99853.16,101551.35
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 06:15 UTC,26.2,89.87,0,0,,,99853.16,101552.49
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 06:35 UTC,26,90.39,0,0,,,99853.16,101553.64
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 06:55 UTC,25.7,91.46,1.54,190,,,99853.16,101555.36
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 07:15 UTC,25.5,92,0,0,,,99853.16,101556.51
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 07:35 UTC,25.2,93.65,0,0,,,99853.16,101558.23
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 07:55 UTC,25,94.2,0,0,,,99853.16,101559.39
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 08:15 UTC,25,94.2,0,0,,,99853.16,101559.39
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 08:35 UTC,24.8,95.33,0,0,,,99853.16,101560.54
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 08:55 UTC,24.5,95.9,0,0,,,99853.16,101562.27
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 09:20 UTC,24.5,97.05,0,0,,,99853.16,101562.27
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 09:35 UTC,24.2,97.63,0,0,,,99853.16,101564.01
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 09:55 UTC,24,98.81,0,0,,,99853.16,101565.17
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 10:15 UTC,24,100,0,0,,,99853.16,101565.17
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 10:35 UTC,23.8,100,0,0,,,99853.16,101566.33
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 10:55 UTC,23.7,100,0,0,,,99853.16,101566.91
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 11:15 UTC,23.6,100,0,0,,,99886.44,101601.35
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 11:35 UTC,23.4,100,0,0,,,99853.16,101568.66
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 11:55 UTC,23.5,100,0,0,,,99853.16,101568.08
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 12:15 UTC,23.5,100,0,0,,,99886.44,101601.93
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 12:35 UTC,23.8,100,0,0,,,99886.44,101600.18
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 12:55 UTC,24.4,100,0,0,,,99886.44,101596.69
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 13:15 UTC,25,99.41,0,0,,,99886.44,101593.22
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 13:35 UTC,25.5,95.36,0,0,,,99919.71,101624.18
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 13:55 UTC,26.4,89.35,2.06,190,,,99919.71,101619.03
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 14:15 UTC,27.2,84.74,2.06,180,,,99919.71,101614.48
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 14:35 UTC,28,79.44,3.6,210,,,99919.71,101609.95
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 14:55 UTC,28.8,74.49,2.57,190,,,99919.71,101605.44
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 15:15 UTC,29,70.6,3.09,210,,,99919.71,101604.33
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 15:35 UTC,30.1,69.12,2.06,200,,,99886.44,101564.34
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 15:55 UTC,30.3,67.12,3.09,210,,,99886.44,101563.23
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 16:15 UTC,30.9,63.7,1.54,220,,,99853.16,101526.07
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 16:35 UTC,30.9,61.43,3.09,200,,,99853.16,101526.08
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 16:55 UTC,31.7,57.99,2.06,230,,,99819.89,101487.83
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 17:15 UTC,31.4,60.8,2.06,240,,,99819.89,101489.48
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 17:35 UTC,31.6,60.12,2.06,220,,,99786.62,101454.55
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 17:55 UTC,32.3,56.4,2.06,240,,,99786.62,101450.71
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 18:15 UTC,33,54.23,2.57,190,,,99786.62,101446.88
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 18:35 UTC,33.4,53.35,3.09,140,,,99753.34,101410.86
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 18:55 UTC,32.5,56.8,2.06,140,,,99686.79,101348.11
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 19:15 UTC,33.5,54.03,0,0,,,99686.79,101342.66
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 19:35 UTC,33.2,52.98,2.06,150,,,99686.79,101344.3
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 19:55 UTC,33.6,54.71,3.6,160,,,99686.79,101342.11
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 20:15 UTC,32,60.94,4.12,170,,,99653.52,101317.02
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 20:35 UTC,32.6,53.8,4.12,160,,,99653.52,101313.75
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 20:55 UTC,31.6,59.04,4.63,150,,,99653.52,101319.23
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 21:15 UTC,31.5,62.31,3.09,150,,,99620.25,101285.94
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 21:35 UTC,31.1,64.12,3.09,130,,,99620.25,101288.15
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 21:55 UTC,30.5,68.79,4.12,120,7.72,,99620.25,101291.45
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 22:15 UTC,29.6,66.97,5.14,140,7.72,,99653.52,101330.31
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 22:35 UTC,28.5,70.5,4.12,160,,,99620.25,101302.63
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 22:55 UTC,28.6,72.25,4.12,150,7.72,,99653.52,101335.9
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 23:15 UTC,28.5,74.44,3.6,150,,,99620.25,101302.62
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 23:35 UTC,28,73.91,3.6,150,8.23,,99620.25,101305.44
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/02/2019 23:55 UTC,27.7,77.98,4.63,140,8.23,,99620.25,101307.12
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 00:15 UTC,27.4,80.32,4.12,160,,,99620.25,101308.81
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 00:35 UTC,26.8,84.7,4.12,150,,,99653.52,101346.05
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 00:55 UTC,26.4,88.82,2.06,140,,,99686.79,101382.15
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 01:15 UTC,26.1,88.26,3.6,170,,,99653.52,101350.03
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 01:35 UTC,26.1,84.12,2.57,140,,,99653.52,101350.04
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 01:55 UTC,25.8,83.07,2.06,150,,,99620.25,101317.93
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 02:15 UTC,25.6,83.05,2.06,140,,,99653.52,101352.91
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 02:35 UTC,25.5,84.05,1.54,160,,,99653.52,101353.48
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 02:55 UTC,25.2,86.6,0,0,,,99653.52,101355.2
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 03:15 UTC,25.1,88.71,0,0,,,99653.52,101355.77
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 03:35 UTC,24.9,90.32,1.54,170,,,99686.79,101390.76
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 03:55 UTC,24.7,92.51,0,0,,,99686.79,101391.91
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 04:15 UTC,24.6,93.62,0,0,,,99653.52,101358.64
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 04:35 UTC,24.7,94.76,0,0,,,99653.52,101358.06
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 04:55 UTC,24.7,95.33,0,0,,,99653.52,101358.06
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 05:15 UTC,24.5,96.47,0,0,,,99686.79,101393.05
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 05:35 UTC,24.5,95.9,0,0,,,99686.79,101393.06
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 05:55 UTC,24.2,96.46,0,0,,,99686.79,101394.79
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 06:15 UTC,24.1,97.63,0,0,,,99686.79,101395.37
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 06:35 UTC,24,97.63,0,0,,,99686.79,101395.95
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 06:55 UTC,23.8,98.21,0,0,,,99686.79,101397.11
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 07:15 UTC,23.8,99.4,0,0,,,99686.79,101397.11
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 07:35 UTC,23.8,99.4,0,0,,,99686.79,101397.11
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 07:55 UTC,23.9,98.81,0,0,,,99653.52,101362.69
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 08:15 UTC,24,98.81,0,0,,,99653.52,101362.11
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 08:35 UTC,24.1,98.22,0,0,,,99653.52,101361.53
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 08:55 UTC,24.2,98.81,0,0,,,99653.52,101360.95
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 09:15 UTC,24.2,97.63,0,0,,,99653.52,101360.95
KGYB,Russel_2020_01,30.16917,-96.8,148.1328,6/21/20,i,2020,07/03/2019 09:35 UTC,24.2,98.81,0,0,,,99620.25,101327.11
