station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.gust,accumulated.precip,wind.cardinaldirection,atm.pressure,sea.level.pressure
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 21:40 CDT,9.44,71,0,0,0,,101269.42,102390.06
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 21:45 CDT,9.44,72,0,0,0,,101269.42,102390.06
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 21:51 CDT,9.44,74,0,0,0,,101302.92,102423.93
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 21:56 CDT,8.89,75,0,0,0,,101302.92,102426.13
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:01 CDT,8.89,74,0,0,0,,101302.92,102426.13
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:06 CDT,8.89,74,0,0,0,,101269.42,102392.26
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:11 CDT,8.33,74,0,0,0,,101269.42,102394.5
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:16 CDT,8.33,74,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:21 CDT,8.33,76,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:26 CDT,8.33,77,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:31 CDT,8.33,77,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:36 CDT,8.33,76,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:41 CDT,8.33,76,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:47 CDT,7.78,76,0,0,0,,101302.92,102430.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:52 CDT,7.78,75,0,0,0,,101302.92,102430.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 22:57 CDT,8.33,75,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:02 CDT,8.33,75,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:07 CDT,8.33,74,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:12 CDT,8.33,73,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:17 CDT,8.33,75,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:22 CDT,8.33,75,0,0,0,,101302.92,102428.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:27 CDT,8.33,74,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:32 CDT,8.33,74,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:38 CDT,7.78,75,0,0,0,,101302.92,102430.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:43 CDT,7.78,74,0,0,0,,101302.92,102430.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:48 CDT,7.78,76,0,0,0,,101302.92,102430.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:53 CDT,7.78,76,0,0,0,,101302.92,102430.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/21/2021 23:59 CDT,7.78,74,0,0,0,,101302.92,102430.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:04 CDT,8.33,73,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:09 CDT,8.33,72,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:14 CDT,8.33,73,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:19 CDT,8.33,74,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:24 CDT,8.33,74,0,0,0,,101302.92,102428.38
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:29 CDT,8.33,74,0,0,0,,101269.42,102394.5
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:35 CDT,8.33,75,0,0,0,,101269.42,102394.5
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:40 CDT,7.78,76,0,0,0,,101269.42,102396.72
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:45 CDT,7.78,77,0,0,0,,101269.42,102396.72
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:51 CDT,7.78,77,0,0,0,,101269.42,102396.72
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 00:56 CDT,7.78,77,0,0,0,,101269.42,102396.72
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:01 CDT,7.78,77,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:06 CDT,7.78,77,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:11 CDT,7.78,77,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:17 CDT,7.78,76,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:22 CDT,7.78,76,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:27 CDT,7.78,76,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:32 CDT,7.78,76,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:37 CDT,7.78,75,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:42 CDT,7.78,76,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:47 CDT,7.78,76,0,0,0,,101235.93,102362.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:52 CDT,7.78,76,0,0,0,,101202.42,102328.97
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 01:57 CDT,7.78,76,0.45,0.9,0,NNE,101202.42,102328.97
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:02 CDT,7.78,76,0.45,1.34,0,NNE,101202.42,102328.97
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:07 CDT,7.78,76,0.45,1.34,0,NNE,101202.42,102328.97
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:13 CDT,7.78,77,0.45,0.9,0,NNE,101202.42,102328.97
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:18 CDT,7.78,77,0.45,0.9,0,NNE,101202.42,102328.97
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:23 CDT,7.78,77,0.45,1.34,0,NNE,101202.42,102328.97
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:28 CDT,7.78,77,0.45,1.34,0,NNE,101202.42,102328.97
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:33 CDT,7.78,78,0.45,0.9,0,NNE,101168.93,102295.11
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:38 CDT,7.78,78,0.45,0.9,0,NNE,101135.42,102261.22
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:43 CDT,7.22,78,0.45,0.9,0,NNE,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:48 CDT,7.22,79,0.45,0.9,0,NNE,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:53 CDT,7.22,79,0,0.9,0,,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 02:58 CDT,7.22,79,0,0,0,,101168.93,102297.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:03 CDT,7.22,79,0,0,0,,101168.93,102297.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:08 CDT,7.22,79,0,1.34,0,,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:13 CDT,7.22,80,0,1.34,0,,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:18 CDT,7.22,80,0.45,0.9,0,NNE,101168.93,102297.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:24 CDT,7.22,81,0.45,0.9,0,NNE,101168.93,102297.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:29 CDT,7.22,82,0,0.9,0,,101168.93,102297.36
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:34 CDT,7.78,83,0,0.9,0,,101168.93,102295.1
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:39 CDT,7.78,83,0,0,0,,101135.42,102261.22
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:44 CDT,7.78,82,0,1.34,0,,101135.42,102261.22
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:49 CDT,7.78,81,0.45,1.79,0,NNE,101135.42,102261.22
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:54 CDT,7.78,81,0.45,1.79,0,NNE,101101.92,102227.35
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 03:59 CDT,7.78,80,0.45,0.9,0,NNE,101101.92,102227.35
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:04 CDT,7.22,80,0.45,1.34,0,NNE,101101.92,102229.61
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:09 CDT,7.22,80,0.45,1.34,0,NNE,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:14 CDT,7.22,80,0,0.9,0,,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:19 CDT,7.22,80,0,1.34,0,,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:25 CDT,6.67,81,0.45,1.34,0,NNE,101135.42,102265.71
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:30 CDT,6.67,81,0.45,1.34,0,NNE,101135.42,102265.71
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:35 CDT,6.67,81,0.45,1.34,0,NNE,101135.42,102265.71
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:40 CDT,7.22,82,0.45,2.23,0,ENE,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:45 CDT,7.22,81,0.9,2.23,0,ENE,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:50 CDT,7.22,80,0.9,1.79,0,E,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 04:55 CDT,7.22,80,0.45,1.79,0,E,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:00 CDT,7.22,80,0.45,1.79,0,E,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:06 CDT,7.78,79,0.45,1.79,0,E,101135.42,102261.22
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:11 CDT,7.22,79,0.45,1.34,0,E,101135.42,102263.48
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:16 CDT,7.22,79,0.45,1.34,0,E,101168.93,102297.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:21 CDT,7.22,79,0,0.9,0,,101168.93,102297.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:26 CDT,7.22,80,0,0.9,0,,101168.93,102297.37
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:31 CDT,7.22,80,0,0.45,0,,101202.42,102331.23
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:36 CDT,7.22,81,0,0.45,0,,101202.42,102331.23
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:41 CDT,6.67,82,0,0.45,0,,101202.42,102333.46
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:46 CDT,6.67,82,0,0,0,,101202.42,102333.46
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:52 CDT,6.67,82,0,0,0,,101235.93,102367.34
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 05:57 CDT,6.67,83,0,0,0,,101235.93,102367.34
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:02 CDT,6.67,84,0,0,0,,101235.93,102367.34
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:07 CDT,6.67,84,0,0,0,,101235.93,102367.34
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:12 CDT,6.11,85,0,0,0,,101235.93,102369.62
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:18 CDT,6.67,87,0,0,0,,101235.93,102367.34
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:23 CDT,6.67,88,0,0.9,0,,101269.42,102401.2
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:28 CDT,6.67,88,0,0.9,0,,101269.42,102401.2
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:33 CDT,7.22,87,0,0,0,,101302.92,102432.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:38 CDT,7.22,87,0,0,0,,101302.92,102432.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:43 CDT,7.22,86,0,0,0,,101302.92,102432.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:48 CDT,7.22,86,0,0,0,,101302.92,102432.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:54 CDT,7.22,85,0,0,0,,101302.92,102432.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 06:59 CDT,7.22,85,0,0,0,,101302.92,102432.85
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:04 CDT,7.22,85,0,0,0,,101336.42,102466.72
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:09 CDT,7.22,85,0,0,0,,101336.42,102466.72
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:14 CDT,7.22,86,0,0,0,,101369.92,102500.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:20 CDT,7.22,86,0,0,0,,101369.92,102500.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:25 CDT,7.22,85,0,0,0,,101336.42,102466.72
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:30 CDT,7.22,85,0,0,0,,101369.92,102500.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:35 CDT,7.22,85,0,0,0,,101369.92,102500.59
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:40 CDT,7.78,85,0,0,0,,101403.42,102532.2
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:45 CDT,7.78,85,0,0,0,,101403.42,102532.2
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:50 CDT,7.78,85,0,0,0,,101403.42,102532.2
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 07:55 CDT,8.33,84,0,0,0,,101403.42,102529.99
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:00 CDT,8.89,81,0,1.79,0,,101403.42,102527.74
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:05 CDT,9.44,79,0.45,1.79,0,E,101436.92,102559.41
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:10 CDT,10,78,0.9,1.79,0,E,101436.92,102557.18
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:15 CDT,10.56,75,0.9,3.13,0,ESE,101436.92,102554.96
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:21 CDT,10.56,74,1.34,3.13,0,ESE,101436.92,102554.96
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:26 CDT,11.11,71,1.34,3.13,0,ESE,101436.92,102552.79
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:31 CDT,11.11,70,0.9,3.13,0,ESE,101436.92,102552.79
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:36 CDT,11.11,70,0.9,2.68,0,E,101470.42,102586.66
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:41 CDT,11.67,70,0.9,1.79,0,ESE,101470.42,102584.45
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:46 CDT,11.67,66,1.34,3.58,0,E,101470.42,102584.45
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:51 CDT,11.67,68,1.34,3.58,0,SSE,101470.42,102584.45
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 08:56 CDT,12.22,66,1.34,4.47,0,ESE,101470.42,102582.29
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 09:01 CDT,12.22,64,1.34,4.47,0,E,101470.42,102582.3
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 09:06 CDT,12.22,64,1.79,3.58,0,SE,101470.42,102582.3
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 09:11 CDT,12.22,64,1.34,3.58,0,ESE,101470.42,102582.3
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 09:16 CDT,12.78,63,1.34,3.13,0,SE,101470.42,102580.11
F1562,Brazos_2020_16,30.8717,-96.0145,91.1352,5/30/21,i,2021,04/22/2021 09:21 CDT,13.33,59,1.34,4.47,0,E,101470.42,102577.97
