station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.gust,additive.precip,incremental.precip,accumulated.precip,wind.cardinaldirection,atm.pressure,sea.level.pressure
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:25 CDT,26,83.6,3.09,,,,,SW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:30 CDT,26,83.6,2.57,,,,,WSW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:35 CDT,26,83.6,3.6,,,,,SW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:40 CDT,26,83.6,4.12,,,,,SSW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:45 CDT,26,83.6,4.12,,,,,WSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:50 CDT,26,83.6,5.66,,,,,WSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:53 CDT,26.1,84.63,4.63,,,,,SW,100185.78,100496.38
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:55 CDT,26,83.6,3.6,,,,,WSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:00 CDT,26,83.6,4.63,7.2,,,,SW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:05 CDT,26,83.6,3.6,,,,,SW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:10 CDT,26,83.6,3.6,,,,,SW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:15 CDT,26,83.6,4.12,,,,,WSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:20 CDT,26,83.6,3.6,,,,,WSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:25 CDT,26,83.6,4.63,,,,,SW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:30 CDT,26,83.6,3.6,,,,,SW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:35 CDT,26,83.6,3.09,,,,,WSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:40 CDT,26,83.6,3.6,,,,,SW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:45 CDT,26,83.6,3.6,,,,,WSW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:50 CDT,26,83.6,3.6,,,,,W,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:53 CDT,26.1,84.63,2.57,,,,,W,100219.53,100530.23
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 04:55 CDT,26,83.6,2.57,,,,,W,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:00 CDT,26,83.6,3.09,,,,,W,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:05 CDT,26,83.6,4.12,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:10 CDT,26,83.6,2.57,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:15 CDT,26,83.6,3.09,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:20 CDT,26,83.6,4.63,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:25 CDT,26,83.6,3.6,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:30 CDT,26,83.6,3.09,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:35 CDT,26,83.6,3.6,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:40 CDT,26,83.6,2.57,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:44 CDT,25.6,84.57,3.09,,,,,WSW,100253.28,100564.61
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:45 CDT,26,83.6,3.09,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:50 CDT,26,83.6,2.57,,,,,W,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:53 CDT,25.6,84.57,2.57,,,,,W,100287.04,100598.47
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 05:55 CDT,26,83.6,2.57,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:00 CDT,26,83.6,2.57,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:05 CDT,26,83.6,2.06,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:10 CDT,26,83.6,2.06,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:15 CDT,26,83.6,3.6,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:20 CDT,26,83.6,3.09,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:25 CDT,26,83.6,3.09,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:30 CDT,26,83.6,3.09,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:35 CDT,26,83.6,3.6,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:38 CDT,25.6,84.57,3.6,,,,,WNW,100287.04,100598.47
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:40 CDT,26,83.6,3.6,,,,,W,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:45 CDT,26,83.6,3.09,,,,,WNW,100287.04,100598.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:50 CDT,25,88.7,3.09,,,,,WNW,100287.04,100599.1
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:53 CDT,25,87.64,3.09,,,,,WNW,100253.28,100565.24
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 06:55 CDT,25,88.7,3.09,,,,,WNW,100287.04,100599.1
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 07:00 CDT,25,88.7,3.09,,,,,WNW,100287.04,100599.1
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 07:05 CDT,25,88.7,2.57,,,,,WNW,100320.79,100632.96
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 07:10 CDT,25,88.7,3.09,,,,,WNW,100320.79,100632.96
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 07:15 CDT,25,83.48,3.6,,,,,WNW,100354.55,100666.82
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 07:17 CDT,25,84.51,3.6,,,,,WNW,100354.55,100666.82
