station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.pressure,air.temp,relative.humidity,wind.speed,wind.gust,incremental.precip,solar.rad,wind.cardinaldirection,sea.level.pressure
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:05 CDT,96265,15.42,99.2,0.64,8.33,0,2.32,SSE,100996.66
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:10 CDT,96260,15.45,99.1,0.4,8.33,0,2.32,SSE,100990.91
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:15 CDT,96256,15.44,99.1,0.76,8.33,0,2.32,ESE,100986.89
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:20 CDT,96246,15.45,99.2,0.95,8.33,0,2.32,E,100976.23
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:25 CDT,96229,15.45,99.2,1.12,8.33,0,2.28,SSE,100958.39
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:30 CDT,96220,15.46,99.2,0.95,8.33,0,2.31,SE,100948.78
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:35 CDT,96210,15.45,99.2,1.27,8.33,0,2.3,ESE,100938.46
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:40 CDT,96206,15.45,99.2,1.36,8.33,0,2.3,ESE,100934.26
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:45 CDT,96201,15.46,99.2,0.87,8.33,0,2.2,ESE,100928.85
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:50 CDT,96191,15.48,99.2,0.73,8.33,0,2.19,E,100918.02
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 02:55 CDT,96187,15.47,99.2,0.65,8.33,0,1.97,ENE,100913.99
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:00 CDT,96181,15.49,99.2,0.04,8.33,0,1.93,SSE,100907.36
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:05 CDT,96174,15.49,99.2,0.2,8.33,0,1.93,ESE,100900.02
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:10 CDT,96162,15.47,99.2,0.84,8.33,0,1.9,ESE,100887.76
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:15 CDT,96154,15.47,99.2,0.71,8.33,0,1.91,ESE,100879.37
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:20 CDT,96149,15.49,99.3,0.25,8.33,0,1.83,SE,100873.79
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:25 CDT,96146,15.5,99.2,0.39,8.33,0,1.65,E,100870.48
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:30 CDT,96139,15.52,99.2,0.61,8.33,0,1.84,E,100862.8
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:35 CDT,96130,15.56,99.3,0.44,8.33,0,,E,100852.69
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:40 CDT,96116,15.56,99.3,0.56,8.33,0,1.6,ENE,100838
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:45 CDT,96104,15.55,99.3,0.68,8.33,0,1.55,NE,100825.58
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:50 CDT,96101,15.56,99.2,0.26,8.33,0,1.55,ENE,100822.26
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 03:55 CDT,96098,15.56,99.3,0.24,8.33,0,1.55,E,100819.11
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:00 CDT,96096,15.55,99.3,0.33,8.33,0,1.55,NE,100817.18
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:05 CDT,96090,15.55,99.2,0.4,8.33,0,1.55,NE,100810.89
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:10 CDT,96083,15.56,99.2,0.54,8.33,0,1.55,ENE,100803.38
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:15 CDT,96080,15.58,99.3,0.43,8.33,0,1.55,ENE,100799.9
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:20 CDT,96074,15.53,99.3,1.07,8.33,0,1.54,ENE,100794.44
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:25 CDT,96071,15.55,99.3,0.24,8.33,0,1.54,NNE,100790.95
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:30 CDT,96074,15.54,99.3,0.24,8.33,0,1.27,N,100794.27
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:35 CDT,96077,15.57,99.3,0,8.33,0,1.36,,100796.92
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:40 CDT,96073,15.58,99.3,0.28,8.33,0,1.35,NE,100792.55
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:45 CDT,96064,15.57,99.3,0.28,8.33,0,1.45,NNE,100783.28
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:50 CDT,96067,15.54,99.3,0.13,8.33,0,1.26,NE,100786.92
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 04:55 CDT,96065,15.54,99.3,0.11,8.33,0,1.27,NE,100784.83
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:00 CDT,96060,15.55,99.3,0.55,8.33,0.254,1.32,NNE,100779.41
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:05 CDT,96065,15.59,99.3,0.26,8.33,0,1.36,N,100783.99
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:10 CDT,96073,15.61,99.3,0.41,8.33,0,1.18,N,100792.05
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:15 CDT,96075,15.62,99.3,0.44,8.33,0,1.33,ENE,100793.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:20 CDT,96073,15.65,99.3,0.99,8.33,0,1.4,NE,100791.38
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:25 CDT,96074,15.66,99.3,0.62,8.33,0,1.27,NNE,100792.27
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:30 CDT,96070,15.68,99.3,0.86,8.33,0,1.32,N,100787.74
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:35 CDT,96077,15.72,99.3,0.63,8.33,0,1.18,N,100794.41
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:40 CDT,96082,15.76,99.3,0.36,8.33,0,1.16,NNE,100798.99
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:45 CDT,96089,15.81,99.3,0.57,8.33,0.254,1.16,NNW,100805.5
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:50 CDT,96099,15.87,99.4,0.14,8.33,0,1.16,NNW,100814.99
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 05:55 CDT,96101,15.96,99.4,0.16,8.33,0,1.23,NNW,100815.59
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:00 CDT,96091,16.02,99.4,0.02,8.33,0,1.38,N,100804.1
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:05 CDT,96090,16.07,99.4,0.15,8.33,0,1.25,NE,100802.22
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:10 CDT,96098,16.12,99.3,0.29,8.33,0,1.16,NW,100809.78
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:15 CDT,96108,16.19,99.4,0.63,8.33,0,1.15,N,100819.11
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:20 CDT,96103,16.18,99.4,0.91,8.33,0,1.11,N,100814.03
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:25 CDT,96100,16.18,99.4,0.45,8.33,0,1.1,NNW,100810.88
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:30 CDT,96103,16.21,99.4,0.29,8.33,0,1.13,N,100813.53
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:35 CDT,96121,16.22,99.4,0.04,8.33,0.254,1.15,WNW,100832.24
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:40 CDT,96138,16.24,99.4,0.27,8.33,0,1.12,W,100849.74
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:45 CDT,96141,16.29,99.4,0.28,8.33,0,1.13,W,100852.06
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:50 CDT,96150,16.36,99.4,0.5,8.33,0,1.16,W,100860.34
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 06:55 CDT,96148,16.44,99.4,0.36,8.33,0,1.27,WSW,100856.91
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:00 CDT,96130,16.47,99.4,0.11,8.33,0,1.54,ESE,100837.53
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:05 CDT,96116,16.43,99.4,0.85,8.33,0,1.71,SSE,100823.51
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:10 CDT,96120,16.41,99.4,0.25,8.33,0,2.03,S,100828.04
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:15 CDT,96129,16.44,99.4,0.37,8.33,0,2.4,SE,100836.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:20 CDT,96133,16.43,99.4,0.4,8.33,0,3.28,SSE,100841.34
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:25 CDT,96137,16.41,99.3,0.28,8.33,0,3.76,SSE,100845.87
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:30 CDT,96141,16.42,99.4,0,8.33,0,3.54,,100849.9
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:35 CDT,96143,16.45,99.4,0.08,8.33,0,4.79,SE,100851.5
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:40 CDT,96146,16.45,99.4,0.25,8.33,0,6.23,SE,100854.65
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:45 CDT,96149,16.47,99.4,0.15,8.33,0,8.4,SE,100857.46
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:50 CDT,96150,16.5,99.4,0.26,8.33,0,11.42,ESE,100858.01
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 07:55 CDT,96155,16.51,99.4,0.3,8.33,0,12.03,SSE,100863.09
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:00 CDT,96170,16.56,99.4,0,8.33,0.254,13.91,,100878
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:05 CDT,96183,16.59,99.4,0.27,8.33,0,11.83,NNE,100891.14
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:10 CDT,96190,16.61,99.4,0,8.33,0,12.26,,100898.15
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:15 CDT,96194,16.64,99.4,0.23,8.33,0,19.84,NE,100901.84
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:20 CDT,96192,16.7,99.4,0.1,8.33,0,22.84,ENE,100898.75
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:25 CDT,96177,16.67,99.5,1.19,8.33,0,31.31,E,100883.51
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:30 CDT,96171,16.74,99.5,0.29,8.33,0,39.15,E,100876.06
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:35 CDT,96181,16.82,99.5,0.04,8.33,0,35.71,WNW,100885.22
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:40 CDT,96193,16.82,99.5,0.08,8.33,0,35.86,W,100897.81
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:45 CDT,96198,16.88,99.5,0,8.33,0,32.15,,100902.06
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:50 CDT,96197,16.95,99.4,0,8.33,0,30.71,,100899.85
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 08:55 CDT,96202,17.02,99.5,0.51,8.33,0,29.01,E,100903.94
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:00 CDT,96193,17.09,99.5,0.43,8.33,0,47.08,N,100893.34
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:05 CDT,96200,17.11,99.5,0.24,8.33,0,42.1,ESE,100900.35
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:10 CDT,96199,17.19,99.4,0.33,8.33,0,38.16,WNW,100897.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:15 CDT,96205,17.27,99.5,1.07,8.33,0,30.41,W,100902.95
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:20 CDT,96208,17.24,99.4,1.01,8.33,0,39.17,SW,100906.59
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:25 CDT,96204,17.35,99.5,0.1,8.33,0,53.01,E,100900.58
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:30 CDT,96206,17.43,99.5,0.46,8.33,0,58.83,NE,100901.36
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:35 CDT,96212,17.51,99.5,0.6,8.33,0,43.1,NW,100906.33
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:40 CDT,96221,17.61,99.5,0.55,8.33,0,69.28,W,100914.12
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:45 CDT,96226,17.78,99.5,0,8.33,0,96.54,,100916.56
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:50 CDT,96230,17.92,99.6,0.15,8.33,0,75.21,NW,100918.45
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 09:55 CDT,96232,18.07,99.5,0.16,8.33,0,92.37,NNW,100918.09
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:00 CDT,96233,18.28,99.5,0,8.33,0,105.9,,100915.68
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:05 CDT,96235,18.5,99.6,0.23,8.33,0,117.48,S,100914.17
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:10 CDT,96226,19.19,99.7,1.92,8.33,0,171.23,SW,100893.46
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:15 CDT,96230,19.41,99.6,2.39,8.33,0,214.59,SW,100894.07
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:20 CDT,96234,19.45,99.6,2.37,8.33,0,200.66,S,100897.61
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:25 CDT,96233,19.67,99.6,1.96,8.33,0,175.14,SW,100892.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:30 CDT,96234,19.75,99.6,2.62,8.33,0,240.35,S,100892.73
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:35 CDT,96235,19.92,99.5,2.94,8.33,0,288.28,SSW,100891.02
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:40 CDT,96236,20.15,99.5,2.15,8.33,0,487.1,SSW,100888.34
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:45 CDT,96234,20.62,99.6,1.98,8.33,0,401.87,SW,100878.64
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:50 CDT,96239,20.51,99.4,2.48,8.33,0,292.46,WSW,100885.66
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 10:55 CDT,96242,20.65,99.2,2.2,8.33,0,157.25,WNW,100886.54
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:00 CDT,96243,20.85,99,3.15,8.33,0,254.72,W,100884.36
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:05 CDT,96240,21.11,98.6,2.16,8.33,0,323.05,SW,100877.03
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:10 CDT,96240,21.59,97.1,2.08,8.33,0,621.08,SW,100869.33
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:15 CDT,96247,22.19,95.9,2,8.33,0,600.95,SSW,100867.06
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:20 CDT,96243,22.53,89.1,3.08,8.33,0,483.32,SW,100857.49
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:25 CDT,96248,22.46,85.8,3.69,8.33,0,567.64,S,100863.87
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:30 CDT,96246,22.9,80.7,2.75,8.33,0,784.67,W,100854.8
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:35 CDT,96240,23.44,81.5,2.06,8.33,0,702.68,SSW,100839.94
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:40 CDT,96237,23.41,76.39,3.67,8.33,0,971.93,W,100837.31
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:45 CDT,96234,23.64,77.16,2.63,8.33,0,955.66,W,100830.52
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:50 CDT,96230,24.01,70.67,2.29,8.33,0,1088.06,WSW,100820.54
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 11:55 CDT,96224,24.33,70.16,3.02,8.33,0,1210.29,SW,100809.21
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:00 CDT,96223,24.28,71.38,2.28,8.33,0,1275.27,WSW,100808.94
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:05 CDT,96220,24.66,66.68,2.01,8.33,0,1369.07,WSW,100799.86
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:10 CDT,96216,24.83,64.88,2.72,8.33,0,1411.95,WSW,100793.02
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:15 CDT,96209,25.23,63.02,1.53,8.33,0,1491.76,W,100779.44
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:20 CDT,96202,25.56,60.89,2.86,8.33,0,,WNW,100766.97
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:25 CDT,96191,25.73,59.33,3.15,8.33,0,,W,100752.81
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:30 CDT,96176,25.77,58.82,2.33,8.33,0,,WNW,100736.48
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:35 CDT,96171,26.24,58.42,3.12,8.33,0,,WSW,100723.94
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:40 CDT,96164,26.38,57.87,2.96,8.33,0,,WSW,100714.44
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:45 CDT,96154,26.29,56.42,2.74,8.33,0,,W,100705.37
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:50 CDT,96140,26.8,44.48,3.24,8.33,0,,W,100682.92
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 12:55 CDT,96137,27.23,41.95,4.61,8.16,0,,WNW,100673.16
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/19/2020 13:00 CDT,96126,27.53,43.2,3.2,8.16,0,,WNW,100657.02
