station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.gust,accumulated.rpecip,wind.cardinal direction,atm.pressure,sea.level.pressure
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 03:45 CDT,2.78,91,0,0,0,,101889.3,102850.3
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 04:15 CDT,2.22,92,0,0,0,,101922.85,102886.13
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 04:31 CDT,2.22,92,0,0,0,,101889.3,102852.26
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 04:45 CDT,2.22,92,0,0,0,,101889.3,102852.26
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 05:01 CDT,1.67,92,0,0,0,,101889.3,102854.19
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 05:15 CDT,1.11,92,0,0,0,,101922.85,102890.04
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 05:31 CDT,1.11,92,0,0,0,,101922.85,102890.04
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 05:47 CDT,1.67,93,0,0,0,,101922.85,102888.06
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 06:01 CDT,1.11,93,0,0,0,,101922.85,102890.04
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 06:15 CDT,1.11,93,0,0,0,,101922.85,102890.04
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 06:31 CDT,1.67,94,0,0,0,,101956.42,102921.95
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 06:47 CDT,1.11,94,0,0,0,,101989.98,102957.81
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 07:01 CDT,1.11,93,0,0,0,,101989.98,102957.81
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 07:15 CDT,1.11,93,0,0,0,,101989.98,102957.81
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 07:16 CDT,1.11,93,0,0,0,,101989.98,102957.81
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 07:30 CDT,1.11,94,0,0,0,,101989.98,102957.81
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 07:46 CDT,2.22,95,0,0,0,,101989.98,102953.89
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 08:00 CDT,2.78,94,0,0,0,,102023.53,102985.79
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 08:15 CDT,4.44,95,0,0,0,,102057.1,103013.9
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 08:30 CDT,6.11,93,0,1.34,0,,102057.1,103008.15
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 08:46 CDT,7.78,81,1.79,3.13,0,SE,102090.66,103036.35
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 09:00 CDT,9.44,73,1.79,4.02,0,SE,102090.66,103030.77
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 09:16 CDT,10.56,66,2.23,4.92,0,ESE,102090.66,103027.05
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 09:30 CDT,11.67,61,2.68,5.37,0,ESE,102090.66,103023.38
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 09:46 CDT,12.78,56,2.68,4.02,0,SE,102124.22,103053.62
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 10:00 CDT,13.33,55,2.68,4.92,0,SE,102124.22,103051.82
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 10:16 CDT,13.89,49,3.13,4.92,0,SSE,102124.22,103050.01
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 10:31 CDT,14.44,50,2.68,6.26,0,SE,102124.22,103048.23
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 10:45 CDT,15,46,2.68,4.92,0,SE,102124.22,103046.43
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 11:02 CDT,16.11,47,1.34,4.02,0,SE,102157.78,103076.74
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 11:15 CDT,16.11,40,3.58,5.37,0,SE,102124.22,103042.88
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 11:31 CDT,16.67,40,3.13,5.81,0,SE,102124.22,103041.1
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 11:45 CDT,17.22,41,3.13,5.37,0,S,102090.66,103005.49
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 12:02 CDT,17.22,40,3.58,5.37,0,SE,102090.66,103005.49
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 12:15 CDT,17.78,39,1.34,5.81,0,SE,102057.1,102969.87
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 12:30 CDT,18.33,37,1.79,6.26,0,ESE,102057.1,102968.14
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 12:47 CDT,18.89,34,2.68,4.92,0,SSW,102023.53,102932.52
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 13:01 CDT,18.89,35,1.79,6.26,0,SE,101989.98,102898.67
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 13:16 CDT,18.89,33,3.13,5.37,0,S,101989.98,102898.67
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 13:30 CDT,19.44,36,2.68,5.81,0,SSE,101956.42,102863.09
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 13:47 CDT,19.44,33,1.34,6.26,0,ESE,101922.85,102829.23
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 14:00 CDT,19.44,31,3.13,6.26,0,SE,101889.3,102795.38
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 14:16 CDT,19.44,32,3.58,7.6,0,SE,101889.3,102795.38
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 14:30 CDT,19.44,36,3.13,7.6,0,S,101855.73,102761.51
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 14:45 CDT,19.44,33,3.13,6.26,0,E,101822.18,102727.66
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 15:16 CDT,20,34,3.13,5.81,0,S,101755.05,102658.2
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 15:31 CDT,20,34,3.13,5.81,0,SE,101721.5,102624.35
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 15:45 CDT,20,30,4.92,6.7,0,SE,101687.94,102590.5
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 16:01 CDT,20.56,35,1.34,5.37,0,SSE,101687.94,102588.76
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 16:15 CDT,20.56,29,2.68,5.37,0,SSE,101687.94,102588.77
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 16:31 CDT,20.56,33,3.13,5.81,0,S,101654.37,102554.9
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 16:47 CDT,20.56,32,3.13,5.37,0,SE,101654.37,102554.9
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 17:01 CDT,20.56,30,2.68,4.92,0,SE,101654.37,102554.9
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 17:15 CDT,20,30,1.34,4.47,0,SSE,101654.37,102556.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 17:17 CDT,20.56,30,1.34,4.47,0,SE,101654.37,102554.9
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 17:30 CDT,20,31,2.68,5.37,0,SE,101654.37,102556.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 17:46 CDT,20,32,1.79,4.47,0,SE,101654.37,102556.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 18:00 CDT,19.44,32,3.13,4.92,0,SSE,101654.37,102558.36
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 18:16 CDT,19.44,31,2.68,5.37,0,SE,101654.37,102558.36
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 18:30 CDT,19.44,34,2.23,4.02,0,S,101654.37,102558.36
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 18:45 CDT,18.89,33,2.68,4.92,0,SE,101620.82,102526.22
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 19:15 CDT,17.78,39,0.9,2.23,0,S,101620.82,102529.68
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 19:30 CDT,16.67,41,0.45,1.34,0,SE,101620.82,102533.18
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 19:34 CDT,16.67,41,0.45,1.34,0,S,101620.82,102533.18
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 19:45 CDT,15.56,45,0,1.34,0,,101620.82,102536.7
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 20:16 CDT,13.89,53,0,0.45,0,,101620.82,102542.04
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 20:31 CDT,12.78,56,0.45,0.9,0,SSE,101620.82,102545.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 20:45 CDT,12.22,57,0.45,1.34,0,S,101620.82,102547.46
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 21:01 CDT,12.78,55,1.34,3.13,0,S,101620.82,102545.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 21:15 CDT,13.33,52,2.23,4.02,0,SSW,101620.82,102543.85
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 21:31 CDT,13.33,52,2.68,4.02,0,S,101654.37,102577.71
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 21:46 CDT,13.33,51,2.23,4.02,0,SSE,101654.37,102577.71
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 22:00 CDT,13.33,50,2.68,4.02,0,SE,101654.37,102577.71
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 22:15 CDT,13.33,49,1.79,4.47,0,SSW,101687.94,102611.59
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 22:31 CDT,13.33,49,1.79,4.47,0,SSE,101721.5,102645.45
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 22:46 CDT,12.78,51,1.34,3.13,0,SSW,101755.05,102681.09
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 23:00 CDT,12.78,53,2.23,4.02,0,SSE,101721.5,102647.23
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 23:16 CDT,11.67,58,1.34,3.13,0,SE,101721.5,102650.85
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 23:30 CDT,11.67,61,0.9,3.13,0,S,101721.5,102650.85
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/02/2021 23:46 CDT,11.11,64,0.9,2.68,0,S,101687.94,102618.82
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 00:00 CDT,10.56,67,1.34,2.23,0,SSW,101687.94,102620.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 00:16 CDT,11.11,67,1.79,3.58,0,S,101654.37,102584.94
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 00:30 CDT,11.67,67,2.68,4.47,0,SSE,101654.37,102583.1
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 00:46 CDT,11.67,68,2.68,4.02,0,SSW,101654.37,102583.1
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 01:16 CDT,11.67,69,2.23,4.47,0,SSE,101654.37,102583.1
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 01:30 CDT,11.67,69,2.23,4.47,0,SSW,101654.37,102583.1
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 01:31 CDT,11.67,69,2.68,4.47,0,SSE,101654.37,102583.1
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 01:45 CDT,11.67,70,2.23,4.02,0,SSW,101654.37,102583.1
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 02:16 CDT,11.11,73,0.9,2.23,0,SE,101654.37,102584.94
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 02:31 CDT,11.11,73,0,0.9,0,,101654.37,102584.94
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 02:45 CDT,10.56,74,0,2.23,0,,101654.37,102586.75
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 03:01 CDT,10.56,73,0.45,1.34,0,SE,101620.82,102552.89
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 03:16 CDT,11.11,75,0.45,1.79,0,SE,101620.82,102551.08
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 03:32 CDT,11.11,75,0,3.13,0,,101587.25,102517.2
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 03:45 CDT,11.11,75,1.34,2.23,0,SSE,101587.25,102517.2
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 04:00 CDT,11.11,76,0,1.34,0,,101620.82,102551.08
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 04:15 CDT,11.11,76,0,1.34,0,,101620.82,102551.08
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 04:31 CDT,11.11,76,0,0.9,0,,101620.82,102551.08
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 04:46 CDT,11.11,76,0,0.9,0,,101620.82,102551.08
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 05:00 CDT,10.56,77,0,0.45,0,,101620.82,102552.89
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 05:17 CDT,10.56,78,0,0.9,0,,101620.82,102552.89
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 05:30 CDT,10.56,77,0,0.45,0,,101654.37,102586.75
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 05:46 CDT,10.56,78,0,0.45,0,,101654.37,102586.75
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 06:00 CDT,10,82,0,0.45,0,,101687.94,102622.48
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 06:17 CDT,10.56,79,0.45,1.79,0,NE,101721.5,102654.49
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 06:30 CDT,10.56,78,0,0.45,0,,101755.05,102688.35
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 06:46 CDT,11.11,78,1.34,1.79,0,SE,101721.5,102652.68
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 07:15 CDT,11.11,78,0.45,1.79,0,SSE,101721.5,102652.68
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 07:30 CDT,11.11,80,0.9,2.23,1.27,SSE,101721.5,102652.68
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 07:46 CDT,10.56,87,0.9,3.13,4.064,SE,101721.5,102654.49
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 08:01 CDT,10.56,89,2.23,3.58,6.096,SSE,101721.5,102654.49
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 08:15 CDT,10.56,90,1.34,2.68,6.096,SSE,101755.05,102688.34
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 08:30 CDT,11.67,88,1.34,3.58,6.096,S,101755.05,102684.69
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 08:45 CDT,11.67,86,1.34,3.13,6.096,ESE,101788.62,102718.57
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 09:15 CDT,12.22,87,0,1.34,6.35,,101822.18,102750.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 09:32 CDT,12.22,87,0.9,2.68,6.35,E,101822.18,102750.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 09:45 CDT,12.22,87,0.45,2.23,6.35,SE,101822.18,102750.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 10:01 CDT,12.22,88,0,1.79,6.35,,101855.73,102784.49
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 10:15 CDT,12.22,88,0.9,1.79,6.35,SE,101855.73,102784.49
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 10:31 CDT,12.22,88,0.9,2.23,6.35,ESE,101822.18,102750.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 10:45 CDT,12.22,88,0.9,2.23,6.35,ESE,101822.18,102750.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 11:01 CDT,12.22,89,2.23,3.58,6.35,E,101788.62,102716.76
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 11:15 CDT,12.22,89,0.9,3.58,6.35,SE,101788.62,102716.76
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 11:30 CDT,12.22,88,3.13,4.92,6.35,SE,101755.05,102682.89
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 11:46 CDT,12.22,88,1.34,3.58,7.112,SE,101755.05,102682.89
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 12:01 CDT,12.78,88,2.23,3.58,7.112,SE,101721.5,102647.21
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 12:15 CDT,12.78,88,1.79,4.47,7.112,SSE,101721.5,102647.21
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 12:17 CDT,12.78,88,2.68,4.47,7.62,ESE,101721.5,102647.21
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 12:31 CDT,13.33,88,1.79,4.02,7.62,SE,101755.05,102679.28
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 12:47 CDT,13.33,87,1.34,4.02,7.62,SE,101755.05,102679.28
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 13:00 CDT,13.89,87,1.34,4.02,7.62,ESE,101721.5,102643.61
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 13:16 CDT,13.89,87,1.79,4.02,7.62,ESE,101721.5,102643.61
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 13:30 CDT,13.89,87,0.45,2.68,7.62,ENE,101755.05,102677.47
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 13:45 CDT,14.44,88,0.9,3.13,7.62,ENE,101755.05,102675.69
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,5/30/21,i,2021,04/03/2021 14:16 CDT,14.44,87,1.79,3.58,7.874,ENE,101721.5,102641.84
