station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidty,wind.speed,wind.gust,incremental.precip,wind.cardinaldirection,atm.pressure,sea.level.pressure
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:05 CDT,20,56.19,11.32,14.92,,N,101468.47,101789.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:10 CDT,20,52.57,9.26,,,N,101502.23,101823.49
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:15 CDT,19,55.93,9.26,,,N,101502.23,101824.59
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:18 CDT,19.4,54.56,9.77,13.38,,N,101502.23,101824.15
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:20 CDT,19,55.93,8.75,11.32,,N,101535.98,101858.45
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:25 CDT,19,52.3,10.8,14.4,,N,101569.74,101892.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:30 CDT,19,52.3,9.26,,,N,101603.5,101926.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:35 CDT,19,52.3,9.26,,,N,101637.25,101960.04
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:40 CDT,18,55.67,9.77,,,N,101637.25,101961.15
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:45 CDT,17,63.42,9.26,12.35,,N,101637.25,101962.27
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:50 CDT,17,67.79,11.83,,,N,101569.74,101894.54
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:53 CDT,17.2,62.62,11.32,14.4,,N,101569.74,101894.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 07:55 CDT,17,63.42,10.8,13.38,,N,101603.5,101928.41
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:00 CDT,17,67.79,8.23,,,N,101637.25,101962.27
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:05 CDT,16,72.23,9.26,,,N,101637.25,101963.39
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:10 CDT,16,72.23,7.72,,,N,101637.25,101963.39
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:15 CDT,16,72.23,6.17,,,N,101671.01,101997.26
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:20 CDT,17,63.42,5.66,,,N,101704.76,102030
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:25 CDT,16,72.23,5.14,7.72,,N,101738.51,102064.98
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:30 CDT,16,72.23,6.69,,,N,101772.27,102098.85
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:35 CDT,17,63.42,5.14,,,N,101772.27,102097.72
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:40 CDT,17,63.42,6.17,,,NNW,101806.03,102131.59
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:45 CDT,17,59.3,5.66,,,N,101806.03,102131.59
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:50 CDT,17,59.3,5.66,,,NNW,101839.79,102165.46
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:53 CDT,16.7,62.08,6.17,,,NNW,101839.79,102165.8
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 08:55 CDT,17,59.3,5.66,,,NNW,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:00 CDT,17,59.3,8.75,11.32,,N,101839.79,102165.46
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:05 CDT,17,59.3,7.72,,,N,101806.03,102131.59
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:10 CDT,17,59.3,7.72,,,N,101806.03,102131.59
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:15 CDT,17,59.3,6.69,,,N,101806.03,102131.59
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:20 CDT,17,59.3,5.14,,,NNW,101839.79,102165.46
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:25 CDT,17,59.3,6.17,,,N,101839.79,102165.46
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:30 CDT,17,59.3,6.17,,,N,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:35 CDT,17,59.3,5.66,,,N,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:40 CDT,17,59.3,5.66,,,N,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:45 CDT,17,59.3,6.69,,,NNE,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:50 CDT,17,59.3,7.2,,,NNE,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:53 CDT,17.2,58.16,7.72,10.29,,N,101839.79,102165.24
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 09:55 CDT,17,59.3,8.23,,,N,101839.79,102165.46
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:00 CDT,17,59.3,7.72,,,N,101839.79,102165.46
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:05 CDT,17,59.3,8.23,,,N,101806.03,102131.59
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:10 CDT,17,59.3,8.23,,,N,101839.79,102165.46
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:15 CDT,17,59.3,7.72,,,N,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:20 CDT,17,59.3,7.72,,,NNE,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:25 CDT,17,55.41,5.66,,,NNE,101873.54,102199.32
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:30 CDT,17,55.41,5.14,,,NNE,101907.29,102233.18
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:35 CDT,17,55.41,4.63,,,NNE,101907.29,102233.18
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:40 CDT,17,55.41,6.17,,,NNE,101907.29,102233.18
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:45 CDT,17,55.41,5.14,,,NNE,101941.05,102267.04
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:50 CDT,18,52.03,7.72,,,N,101907.29,102232.06
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:53 CDT,17.8,53.77,8.75,11.83,,N,101941.05,102266.15
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 10:55 CDT,18,55.67,8.75,,,N,101941.05,102265.92
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:00 CDT,18,52.03,8.23,,,NNE,101941.05,102265.92
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:05 CDT,18,52.03,7.72,,,N,101941.05,102265.92
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:10 CDT,18,52.03,7.72,,,N,101974.8,102299.78
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:15 CDT,18,52.03,6.69,,,NNE,102008.56,102333.65
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:20 CDT,18,52.03,6.17,,,NNE,102008.56,102333.65
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:25 CDT,18,52.03,8.23,,,N,102008.56,102333.65
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:30 CDT,18,52.03,8.75,,,NNE,102008.56,102333.65
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:35 CDT,17,55.41,7.72,11.83,,NNE,101974.8,102300.9
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:40 CDT,18,52.03,7.72,,,NNE,101974.8,102299.78
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:45 CDT,17,55.41,5.66,,,N,102042.32,102368.64
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:50 CDT,18,52.03,6.17,,,N,102076.07,102401.37
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:53 CDT,17.8,53.77,8.75,,,N,102008.56,102333.87
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 11:55 CDT,18,52.03,8.75,,,N,102008.56,102333.65
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:00 CDT,17,59.3,7.72,,,N,102076.07,102402.5
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:05 CDT,16,63.18,7.2,,,N,102076.07,102403.63
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:10 CDT,16,63.18,7.2,,,N,102109.83,102437.49
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:15 CDT,17,63.42,6.17,,,N,102076.07,102402.49
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:20 CDT,17,63.42,7.2,,,N,102109.83,102436.36
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:25 CDT,17,63.42,7.2,,,NNE,102076.07,102402.49
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:30 CDT,17,59.3,7.72,,,N,102042.32,102368.64
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:35 CDT,17,59.3,8.23,,,N,102076.07,102402.5
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:40 CDT,17,59.3,9.26,,,NNE,102042.32,102368.64
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:45 CDT,17,59.3,8.23,,,NNE,102008.56,102334.77
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:50 CDT,17,59.3,7.2,,,NNE,102042.32,102368.64
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:53 CDT,17.2,60.15,6.17,10.8,,NNE,102143.58,102470
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/1/21,i,2021,03/28/2021 12:55 CDT,17,59.3,4.63,,,NNE,102177.33,102504.08
