"property","sampling.year","sampling.date","visit.type","date","mean.temp","sd.temp","max.temp","min.temp","daily.precip"
"Bandera_2020_03",2021,"5/25/21","i","2021-04-05",17.6230208333333,3.26316547262333,22.3833333333333,13.675,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-06",21.2332638888889,4.4172002338128,28.3783333333333,16.6833333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-07",22.4398263888889,3.88540346467172,28.135,18.3383333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-08",23.3067708333333,5.5558579179872,31.655,15.955,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-09",24.4132638888889,6.14727899684211,33.3341666666667,17.0991666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-10",19.6850694444444,4.4524340485088,26.0466666666667,12.1325,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-11",20.7090277777778,5.70505086342509,28.8125,12.9091666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-12",22.3042708333333,5.16833591146609,30.3375,15.7883333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-13",21.1264583333333,3.78410271377905,26.3816666666667,13.775,0.254
"Bandera_2020_03",2021,"5/25/21","i","2021-04-14",22.5335416666667,2.97372065060763,27.2783333333333,18.9883333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-15",17.4785069444444,1.75734105491308,20.5766666666667,15.2783333333333,2.032
"Bandera_2020_03",2021,"5/25/21","i","2021-04-16",17.5446527777778,2.75075670217875,23.4691666666667,12.195,1.778
"Bandera_2020_03",2021,"5/25/21","i","2021-04-17",11.43625,2.23178020297612,15.8025,8.6125,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-18",12.4454513888889,4.50847868700804,18.7641666666667,6.54666666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-19",15.0988194444444,3.55390058314399,20.0275,10.2566666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-20",16.2603819444444,5.5287579792778,25.3575,9.60333333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-21",10.7121180555556,4.57004682226333,17.6591666666667,4.91833333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-22",11.6457986111111,1.26160024328736,14.175,9.90583333333333,3.556
"Bandera_2020_03",2021,"5/25/21","i","2021-04-23",20.7642013888889,4.24581251846789,28.195,15.3141666666667,2.032
"Bandera_2020_03",2021,"5/25/21","i","2021-04-24",22.0935416666667,4.03827839634676,28.0641666666667,15.4208333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-25",21.4157986111111,5.51010876844063,29.0016666666667,13.905,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-26",20.4112152777778,3.5578099009099,26.4325,15.5591666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-27",20.2014583333333,1.00914763053648,22.1191666666667,18.855,0.254
"Bandera_2020_03",2021,"5/25/21","i","2021-04-28",21.8716666666667,2.17853893333536,27.3358333333333,20.1283333333333,33.02
"Bandera_2020_03",2021,"5/25/21","i","2021-04-29",17.0203819444444,0.841013233909856,18.8225,16.08,23.368
"Bandera_2020_03",2021,"5/25/21","i","2021-04-30",16.4957638888889,0.919545214094933,18.0716666666667,15.3308333333333,3.81
"Bandera_2020_03",2021,"5/25/21","i","2021-05-01",16.3240625,0.794501306250693,17.7458333333333,14.8191666666667,88.646
"Bandera_2020_03",2021,"5/25/21","i","2021-05-02",21.2403125,6.11913726026256,30.2616666666667,13.5291666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-03",25.2383680555556,4.9122875455231,32.8608333333333,19.04,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-04",20.5156944444444,2.60393851947478,24.47,16.42,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-05",19.3921527777778,4.7673205687887,26.0441666666667,12.3866666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-06",21.2933333333333,4.64686631461394,27.8633333333333,14.8833333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-07",21.5084375,3.87219380479153,27.0216666666667,15.5375,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-08",22.6522916666667,4.46300944161741,28.8416666666667,17.3275,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-09",24.8526388888889,3.61232284946405,30.6083333333333,20.9475,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-10",23.1867013888889,2.98703608448207,28.5275,18.0625,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-11",17.0671875,1.51422433971865,20.0741666666667,14.3983333333333,0.508
"Bandera_2020_03",2021,"5/25/21","i","2021-05-12",15.8375347222222,2.41114758943067,21.1175,13.4116666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-13",17.0682291666667,3.74656243659899,22.85,12.9558333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-14",19.0924305555556,3.48194884347702,23.5225,14.4725,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-15",18.9698263888889,0.887947341813543,20.8725,17.925,2.54
"Bandera_2020_03",2021,"5/25/21","i","2021-05-16",21.1512152777778,2.5796954279832,25.745,18.3333333333333,0.762
"Bandera_2020_03",2021,"5/25/21","i","2021-05-17",21.7858680555556,1.39084993996665,25.065,20.7116666666667,1.778
"Bandera_2020_03",2021,"5/25/21","i","2021-05-18",19.3308768115942,1.72304882565744,22.3208333333333,16.0441666666667,9.652
"Bandera_2020_03",2021,"5/25/21","i","2021-05-19",17.9051388888889,1.13569842380047,20.3383333333333,16.4858333333333,0.254
"Bandera_2020_03",2021,"5/25/21","i","2021-05-20",20.7477083333333,5.21348214631793,27.9133333333333,14.1775,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-21",22.5992361111111,3.08794810275464,27.4875,18.0466666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-22",22.2732638888889,2.22813370915788,26.8808333333333,19.8291666666667,1.524
"Bandera_2020_03",2021,"5/25/21","i","2021-05-23",21.5293055555556,2.23331875490952,25.445,19.0575,7.62
"Bandera_2020_03",2021,"5/25/21","i","2021-05-24",22.1309375,2.46871687359295,26.5608333333333,19.3433333333333,1.27
"Bandera_2020_03",2021,"5/25/21","i","2021-05-25",23.346875,2.63092911310594,27.5891666666667,20.2,0.762
"Bandera_2020_03",2021,"5/25/21","i","2021-05-26",23.4654513888889,2.38147279638071,27.8491666666667,20.7158333333333,0.508
"Bandera_2020_03",2021,"5/25/21","i","2021-05-27",24.4060532407407,2.95661066962929,28.8816666666667,20.735,0
"Bandera_2020_03",2021,"5/25/21","i","2021-05-28",22.1727430555556,2.6794082202191,25.9825,16.3058333333333,23.876
"Bandera_2020_03",2021,"5/25/21","i","2021-05-29",20.6448611111111,3.51509836644224,26.0083333333333,16.1833333333333,19.05
"Bandera_2020_03",2021,"5/25/21","i","2021-05-30",21.9894097222222,2.5353710754617,26.9991666666667,19.1516666666667,0.508
"Bandera_2020_03",2021,"5/25/21","i","2021-05-31",21.5562847222222,1.63925571472509,24.0666666666667,19.5325,0.508
"Bandera_2020_03",2021,"5/25/21","i","2021-06-01",20.9909375,3.36690240163801,25.9125,17.0833333333333,3.81
"Bandera_2020_03",2021,"5/25/21","i","2021-06-02",22.3055555555556,2.94811384132585,26.5575,18.51,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-03",18.0776736111111,1.70927142817256,21.6533333333333,15.9416666666667,13.716
"Bandera_2020_03",2021,"5/25/21","i","2021-06-04",19.9346180555556,2.76093434417558,24.6841666666667,16.2925,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-05",21.2760763888889,2.71317313915671,26.1983333333333,17.6083333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-06",23.1938541666667,3.09057911662477,27.8725,19.1708333333333,0.254
"Bandera_2020_03",2021,"5/25/21","i","2021-06-07",24.821875,2.18262129181918,29.0091666666667,22.325,0.254
"Bandera_2020_03",2021,"5/25/21","i","2021-06-08",24.9119633838384,1.85848676363948,28.7616666666667,22.7491666666667,1.27
"Bandera_2020_03",2021,"5/25/21","i","2021-06-09",24.825,1.95508220727366,28.5441666666667,22.6625,0.508
"Bandera_2020_03",2021,"5/25/21","i","2021-06-10",25.6164930555556,3.09485993708002,30.205,21.2616666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-11",25.9502083333333,2.92230266284327,30.735,22.0766666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-12",26.3852430555556,3.53044467200313,31.39,21.1383333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-13",27.2151388888889,4.40026407767774,33.48,21.48,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-14",26.6393055555556,4.35626732606059,32.8041666666667,20.2225,0.508
"Bandera_2020_03",2021,"5/25/21","i","2021-06-15",26.1705208333333,4.29479772383724,32.0325,20.0833333333333,0.508
"Bandera_2020_03",2021,"5/25/21","i","2021-06-16",26.4857291666667,4.07946601329799,31.875,20.3633333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-17",26.4516319444444,3.66637072652201,31.165,20.3766666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-18",26.4928819444444,3.60841497530531,31.73,21.0741666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-19",25.7817013888889,3.76979117618297,31.0458333333333,20.0258333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-20",25.9954513888889,3.30983903219353,31.2116666666667,21.9025,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-21",26.6453472222222,2.90272873574595,31.985,23.5725,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-22",23.8290972222222,3.36223255959829,29.0975,19.1866666666667,15.748
"Bandera_2020_03",2021,"5/25/21","i","2021-06-23",26.2413541666667,3.34443442981683,31.6966666666667,22.3608333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-24",25.8967361111111,2.90647557995937,30.7616666666667,22.6158333333333,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-25",25.9429513888889,3.29699996281174,30.8291666666667,22.1716666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-06-26",24.69,NA,24.69,24.69,0
"Bandera_2020_03",2021,"6/27/21","p","2021-03-28",16.9416319444444,2.50066590743866,20.6741666666667,13.4041666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-03-29",16.5104861111111,3.7524606654424,22.3966666666667,11.25,0
"Bandera_2020_03",2021,"6/27/21","p","2021-03-30",17.0302777777778,3.22948741900832,22.1716666666667,13.425,0
"Bandera_2020_03",2021,"6/27/21","p","2021-03-31",16.7057638888889,2.39850801446459,20.1858333333333,12.3975,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-01",13.4461111111111,4.04346030472785,19.2516666666667,6.885,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-02",14.4383680555556,3.28025926017431,19.1808333333333,10.1241666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-03",12.9689583333333,2.58923254966719,16.7908333333333,9.85,3.302
"Bandera_2020_03",2021,"6/27/21","p","2021-04-04",14.4396527777778,1.83041552917925,17.6591666666667,12.1358333333333,1.524
"Bandera_2020_03",2021,"6/27/21","p","2021-04-05",17.6230208333333,3.26316547262333,22.3833333333333,13.675,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-06",21.2332638888889,4.4172002338128,28.3783333333333,16.6833333333333,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-07",22.4398263888889,3.88540346467172,28.135,18.3383333333333,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-08",23.3067708333333,5.5558579179872,31.655,15.955,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-09",24.4132638888889,6.14727899684211,33.3341666666667,17.0991666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-10",19.6850694444444,4.4524340485088,26.0466666666667,12.1325,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-11",20.7090277777778,5.70505086342509,28.8125,12.9091666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-12",22.3042708333333,5.16833591146609,30.3375,15.7883333333333,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-13",21.1264583333333,3.78410271377905,26.3816666666667,13.775,0.254
"Bandera_2020_03",2021,"6/27/21","p","2021-04-14",22.5335416666667,2.97372065060763,27.2783333333333,18.9883333333333,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-15",17.4785069444444,1.75734105491308,20.5766666666667,15.2783333333333,2.032
"Bandera_2020_03",2021,"6/27/21","p","2021-04-16",17.5446527777778,2.75075670217875,23.4691666666667,12.195,1.778
"Bandera_2020_03",2021,"6/27/21","p","2021-04-17",11.43625,2.23178020297612,15.8025,8.6125,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-18",12.4454513888889,4.50847868700804,18.7641666666667,6.54666666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-19",15.0988194444444,3.55390058314399,20.0275,10.2566666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-20",16.2603819444444,5.5287579792778,25.3575,9.60333333333333,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-21",10.7121180555556,4.57004682226333,17.6591666666667,4.91833333333333,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-22",11.6457986111111,1.26160024328736,14.175,9.90583333333333,3.556
"Bandera_2020_03",2021,"6/27/21","p","2021-04-23",20.7642013888889,4.24581251846789,28.195,15.3141666666667,2.032
"Bandera_2020_03",2021,"6/27/21","p","2021-04-24",22.0935416666667,4.03827839634676,28.0641666666667,15.4208333333333,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-25",21.4157986111111,5.51010876844063,29.0016666666667,13.905,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-26",20.4112152777778,3.5578099009099,26.4325,15.5591666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-04-27",20.2014583333333,1.00914763053648,22.1191666666667,18.855,0.254
"Bandera_2020_03",2021,"6/27/21","p","2021-04-28",21.8716666666667,2.17853893333536,27.3358333333333,20.1283333333333,33.02
"Bandera_2020_03",2021,"6/27/21","p","2021-04-29",17.0203819444444,0.841013233909856,18.8225,16.08,23.368
"Bandera_2020_03",2021,"6/27/21","p","2021-04-30",16.4957638888889,0.919545214094933,18.0716666666667,15.3308333333333,3.81
"Bandera_2020_03",2021,"6/27/21","p","2021-05-01",16.3240625,0.794501306250693,17.7458333333333,14.8191666666667,88.646
"Bandera_2020_03",2021,"6/27/21","p","2021-05-02",21.2403125,6.11913726026256,30.2616666666667,13.5291666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-03",25.2383680555556,4.9122875455231,32.8608333333333,19.04,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-04",20.5156944444444,2.60393851947478,24.47,16.42,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-05",19.3921527777778,4.7673205687887,26.0441666666667,12.3866666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-06",21.2933333333333,4.64686631461394,27.8633333333333,14.8833333333333,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-07",21.5084375,3.87219380479153,27.0216666666667,15.5375,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-08",22.6522916666667,4.46300944161741,28.8416666666667,17.3275,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-09",24.8526388888889,3.61232284946405,30.6083333333333,20.9475,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-10",23.1867013888889,2.98703608448207,28.5275,18.0625,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-11",17.0671875,1.51422433971865,20.0741666666667,14.3983333333333,0.508
"Bandera_2020_03",2021,"6/27/21","p","2021-05-12",15.8375347222222,2.41114758943067,21.1175,13.4116666666667,0
"Bandera_2020_03",2021,"6/27/21","p","2021-05-13",17.0682291666667,3.74656243659899,22.85,12.9558333333333,0
